Date,Return,Cumulative_Return,Vol_10d,Vol_20d,Vol_30d,Vol_90d,Vol_120d,Vol_252d
2025-04-24 04:00:00+00:00,0.02529771483746379,0.019196314307652784,0.39877356686213056,0.5274628237138014,0.4642578783135715,0.3687401096262782,0.36715696010680315,0.31807563159814156
2025-04-25 04:00:00+00:00,0.016825715720743428,0.03634502175582277,0.3439413592840323,0.5277099860809508,0.46093717409602303,0.36911569094722646,0.3656614808480217,0.31826533766143994
2025-04-28 04:00:00+00:00,-0.008335391454680097,0.027706680317379107,0.326325675817614,0.49631598135537686,0.45884937478630633,0.36894006443841604,0.36481363279464285,0.3183387393972915
2025-04-29 04:00:00+00:00,-0.0028018180686135707,0.024827233171230922,0.3222648747082245,0.496666241797655,0.4584700077298895,0.3634084325047915,0.3648268799714578,0.3177261155201465
2025-04-30 04:00:00+00:00,-0.00849150849150837,0.016124904018428365,0.3111170379477493,0.49536688111243127,0.45459398747634816,0.3634998297971899,0.3646261313165374,0.3009075368369337
2025-05-01 04:00:00+00:00,0.015743073047858935,0.03212183260813917,0.2945258972724742,0.4980809607504713,0.45311568997296897,0.3601307757220857,0.3653358831127531,0.2994256266092904
2025-05-02 04:00:00+00:00,0.01692498450092983,0.049590478628103174,0.27810759407525376,0.47488184049122817,0.45532031052000016,0.3614304056064326,0.3615010920002556,0.29919942234317415
2025-05-05 04:00:00+00:00,0.0010973602389807713,0.05074225748656236,0.22252025917553286,0.4528563437320448,0.45488559011096386,0.36035341263437143,0.35974985563815837,0.2991312277726255
2025-05-06 04:00:00+00:00,-0.0059679678460509145,0.04447146147939551,0.2196831125639921,0.454920880484552,0.4503456084726176,0.359097485552476,0.3593577307353976,0.2987253384988982
2025-05-07 04:00:00+00:00,-0.07259694909024073,-0.03135398003583345,0.43840348926604755,0.5299739108227198,0.4928576257503815,0.3778032364711643,0.37381324783535874,0.3074175780715574
2025-05-08 04:00:00+00:00,0.019157088122605304,-0.012797542871769041,0.42858089445110675,0.40390475881553406,0.48931471317991454,0.3795519633789421,0.37478876208940287,0.3079814057334734
2025-05-09 04:00:00+00:00,-0.009917033964220945,-0.022587663168672112,0.41502521121595715,0.3827271105021022,0.4878068942459434,0.379212114687814,0.37445443609739376,0.3075495100084553
2025-05-12 04:00:00+00:00,0.037381342062193124,0.013949321730227338,0.4665871885228169,0.3928067155742047,0.4791866064891302,0.38484691884599387,0.37768404209252127,0.30965534661662714
2025-05-13 04:00:00+00:00,0.0067524927426478865,0.020796007166623554,0.4679868105608087,0.3911338272555653,0.47944326776427637,0.38484766460173037,0.3770074754376291,0.30971098255568763
2025-05-14 04:00:00+00:00,0.036607534632984384,0.058164832352187945,0.4987984572694191,0.40522716679260323,0.48857250591362716,0.3901119986978722,0.3800462458581675,0.311776079769859
2025-05-15 04:00:00+00:00,-0.008526334885408438,0.049142564627591145,0.4983846087976031,0.3992521961105232,0.4895191311966665,0.38961034369908554,0.37948568160257695,0.31188290582649975
2025-05-16 04:00:00+00:00,0.013600878262990834,0.06341182492961295,0.49588745866536804,0.39495804212437985,0.4738674541566311,0.3875861785121698,0.3796419177464899,0.31209783569594246
2025-05-19 04:00:00+00:00,0.0021060232264276113,0.06565139493217242,0.49587563596208806,0.3810306072691046,0.46029497094654576,0.3875250930008952,0.3733189007990656,0.311846367310385
2025-05-20 04:00:00+00:00,-0.015371682478683812,0.04927054005630849,0.5022381855774862,0.38117650756161436,0.463900750385126,0.38807767610999777,0.3731553964268841,0.3120760459437715
2025-05-21 04:00:00+00:00,0.0279302353945603,0.07857691323265859,0.30503383530222294,0.38298110476869784,0.4655980266203726,0.39093335765821663,0.3744771841351309,0.31314235392564876
2025-05-22 04:00:00+00:00,0.013704318936877069,0.09335807524955131,0.3021515561833721,0.3767391579005513,0.37804166316678406,0.3916524954589515,0.37478117015146034,0.3134039648606447
2025-05-23 04:00:00+00:00,-0.014045765786855569,0.07800102380342899,0.3105298774130963,0.37850585676937243,0.36250319010325843,0.3921356083888404,0.3753618608440308,0.31367670678368925
2025-05-27 04:00:00+00:00,0.02629548287528949,0.10634758126439658,0.287290555672214,0.38555937909830584,0.36137556531962356,0.3911129423500476,0.37724374281186157,0.3146670203399063
2025-05-28 04:00:00+00:00,-0.003123192596876767,0.10289224468901903,0.2935714451133238,0.3856360234488944,0.3608597867619396,0.39056388540666814,0.37667675255536154,0.31426574939857144
2025-05-29 04:00:00+00:00,-0.0029009050823857185,0.09969285897107683,0.2490861966076082,0.3837472745815999,0.3562025455728075,0.38951814614202057,0.37670181797542673,0.31417443327838573
2025-05-30 04:00:00+00:00,-0.000698242755731382,0.09892500639877078,0.24106319383656444,0.38164416424007264,0.3500557328031591,0.38902281460383215,0.37584673339750185,0.31407443750700026
2025-06-02 04:00:00+00:00,-0.015779666938395276,0.08158433580752433,0.2555417881420573,0.38394471296097205,0.3508209084057769,0.3897438761149017,0.37627483155089203,0.31446196008448624
2025-06-03 04:00:00+00:00,-0.01686091226409514,0.06334783721525405,0.27212958961807027,0.38962125861571045,0.3470916172905101,0.3905926736763121,0.3766671377575675,0.3141738545149645
2025-06-04 04:00:00+00:00,0.011252858346371353,0.07531353980035771,0.2629181240292359,0.39039698185412275,0.34177411521126244,0.390591653678594,0.3769873360952843,0.3143657883420284
2025-06-05 04:00:00+00:00,0.0009520975900030315,0.07633734323009933,0.22173088550113665,0.27481337571413145,0.3354453579581781,0.384605884662825,0.3680183705092043,0.31434395215733657
