Datetime,close,high,low,trade_count,open,volume,vwap,symbol
2025-04-30 16:52:00+00:00,390.155,390.4718,390.155,388,390.33,27789,390.338523,MSFT
2025-04-30 16:53:00+00:00,390.25,390.36,390.085,393,390.1,17227,390.232869,MSFT
2025-04-30 16:54:00+00:00,390.31,390.37,390.1901,322,390.2,11236,390.261028,MSFT
2025-04-30 16:55:00+00:00,390.25,390.4,390.25,363,390.33,12126,390.330081,MSFT
2025-04-30 16:56:00+00:00,390.2775,390.3699,390.22,383,390.28,16682,390.30515,MSFT
2025-04-30 16:57:00+00:00,390.0336,390.2767,389.9,472,390.257,20533,390.102678,MSFT
2025-04-30 16:58:00+00:00,389.94,390.12,389.94,317,390.05,11480,390.031957,MSFT
2025-04-30 16:59:00+00:00,390.085,390.09,389.81,372,389.93,15253,389.928673,MSFT
2025-04-30 17:00:00+00:00,390.19,390.31,389.955,533,390.05,25525,390.168529,MSFT
2025-04-30 17:01:00+00:00,390.225,390.26,390.11,320,390.23,13713,390.205081,MSFT
2025-04-30 17:02:00+00:00,390.19,390.305,390.16,361,390.225,16462,390.228204,MSFT
2025-04-30 17:03:00+00:00,390.0,390.15,390.0,383,390.15,23142,390.065818,MSFT
2025-04-30 17:04:00+00:00,389.91,390.015,389.7675,493,390.0,29278,389.89543,MSFT
2025-04-30 17:05:00+00:00,389.29,389.91,389.27,661,389.91,31587,389.573753,MSFT
2025-04-30 17:06:00+00:00,389.1497,389.39,389.04,753,389.295,43653,389.2049,MSFT
2025-04-30 17:07:00+00:00,389.21,389.31,389.01,522,389.11,24006,389.140763,MSFT
2025-04-30 17:08:00+00:00,388.85,389.3099,388.73,813,389.25,43285,388.998499,MSFT
2025-04-30 17:09:00+00:00,388.93,388.96,388.8024,387,388.85,21599,388.905889,MSFT
2025-04-30 17:10:00+00:00,388.33,388.93,388.18,980,388.93,52208,388.485371,MSFT
2025-04-30 17:11:00+00:00,388.55,388.58,388.28,662,388.28,41847,388.440101,MSFT
2025-04-30 17:12:00+00:00,388.25,388.55,388.1,621,388.4761,27628,388.261367,MSFT
2025-04-30 17:13:00+00:00,388.15,388.2599,387.98,866,388.2599,52547,388.121557,MSFT
2025-04-30 17:14:00+00:00,388.395,388.42,388.0,670,388.145,38365,388.145152,MSFT
2025-04-30 17:15:00+00:00,388.71,388.77,388.395,660,388.395,39265,388.590226,MSFT
2025-04-30 17:16:00+00:00,388.54,388.805,388.44,657,388.71,31568,388.644732,MSFT
2025-04-30 17:17:00+00:00,388.77,388.85,388.54,514,388.55,25534,388.703495,MSFT
2025-04-30 17:18:00+00:00,388.7812,388.88,388.72,794,388.8282,49514,388.782981,MSFT
2025-04-30 17:19:00+00:00,388.56,388.88,388.505,853,388.76,43032,388.699258,MSFT
2025-04-30 17:20:00+00:00,388.68,388.801,388.56,631,388.56,36027,388.6758,MSFT
2025-04-30 17:21:00+00:00,388.83,388.92,388.675,628,388.675,48459,388.806792,MSFT
2025-04-30 17:22:00+00:00,388.755,388.89,388.74,519,388.83,23075,388.80892,MSFT
2025-04-30 17:23:00+00:00,389.105,389.28,388.72,852,388.72,57123,389.044623,MSFT
2025-04-30 17:24:00+00:00,389.145,389.205,389.01,527,389.11,31177,389.114216,MSFT
2025-04-30 17:25:00+00:00,389.415,389.45,389.14,592,389.14,28936,389.295127,MSFT
2025-04-30 17:26:00+00:00,389.825,389.84,389.415,774,389.415,41935,389.694279,MSFT
2025-04-30 17:27:00+00:00,390.035,390.035,389.65,766,389.825,46669,389.832101,MSFT
2025-04-30 17:28:00+00:00,390.105,390.115,389.87,663,390.04,32251,389.967508,MSFT
2025-04-30 17:29:00+00:00,390.04,390.19,390.02,495,390.1,25575,390.072797,MSFT
2025-04-30 17:30:00+00:00,390.12,390.298,389.97,717,390.07,30290,390.129834,MSFT
2025-04-30 17:31:00+00:00,390.424,390.47,390.12,465,390.12,16099,390.3369,MSFT
2025-04-30 17:32:00+00:00,390.7,390.76,390.455,623,390.455,29670,390.585624,MSFT
2025-04-30 17:33:00+00:00,390.57,390.72,390.45,472,390.72,21609,390.576615,MSFT
2025-04-30 17:34:00+00:00,391.18,391.18,390.57,855,390.57,41068,390.917547,MSFT
2025-04-30 17:35:00+00:00,391.42,391.43,390.97,749,391.145,34723,391.152044,MSFT
2025-04-30 17:36:00+00:00,391.62,391.635,391.3501,792,391.4985,45115,391.526572,MSFT
2025-04-30 17:37:00+00:00,391.47,391.6835,391.33,585,391.55,28343,391.52286,MSFT
2025-04-30 17:38:00+00:00,391.43,391.5,391.29,823,391.495,30914,391.412561,MSFT
2025-04-30 17:39:00+00:00,390.87,391.32,390.8,670,391.32,34235,391.061222,MSFT
2025-04-30 17:40:00+00:00,390.78,390.94,390.71,663,390.81,34243,390.811765,MSFT
2025-04-30 17:41:00+00:00,390.78,390.9997,390.71,683,390.79,42371,390.858048,MSFT
2025-04-30 17:42:00+00:00,390.85,390.94,390.78,482,390.8,20006,390.848109,MSFT
2025-04-30 17:43:00+00:00,390.94,390.98,390.76,490,390.835,20944,390.90971,MSFT
2025-04-30 17:44:00+00:00,390.9436,390.98,390.84,335,390.924,11252,390.911992,MSFT
2025-04-30 17:45:00+00:00,390.69,390.945,390.49,551,390.945,18734,390.758737,MSFT
2025-04-30 17:46:00+00:00,390.685,390.79,390.57,389,390.7,14478,390.671671,MSFT
2025-04-30 17:47:00+00:00,390.5712,390.69,390.5284,336,390.68,10982,390.619168,MSFT
2025-04-30 17:48:00+00:00,390.385,390.585,390.35,507,390.56,19359,390.477866,MSFT
2025-04-30 17:49:00+00:00,390.53,390.56,390.385,375,390.385,19028,390.497218,MSFT
