Date,close,high,low,trade_count,open,volume,vwap,symbol
2024-04-22 04:00:00+00:00,499.72,502.38,495.43,601783,497.83,67962998,498.90643,SPY
2024-04-23 04:00:00+00:00,505.65,506.09,499.5328,527370,501.78,64633620,504.681709,SPY
2024-04-24 04:00:00+00:00,505.41,507.37,503.13,495174,506.56,55928076,505.352357,SPY
2024-04-25 04:00:00+00:00,503.49,504.27,497.49,625039,499.18,69122368,500.945618,SPY
2024-04-26 04:00:00+00:00,508.26,509.88,505.7,491759,506.35,64306118,508.514625,SPY
2024-04-29 04:00:00+00:00,510.06,510.75,507.25,440177,510.09,46415449,509.541004,SPY
2024-04-30 04:00:00+00:00,501.98,509.56,501.98,575798,508.56,77483566,505.601383,SPY
2024-05-01 04:00:00+00:00,500.35,508.19,499.865,733935,501.38,80242839,502.791341,SPY
2024-05-02 04:00:00+00:00,505.03,505.89,499.55,532686,504.15,62685179,503.349546,SPY
2024-05-03 04:00:00+00:00,511.29,512.55,508.56,579112,511.16,72838709,510.75989,SPY
2024-05-06 04:00:00+00:00,516.57,516.61,513.3,444751,513.75,47264703,514.887471,SPY
2024-05-07 04:00:00+00:00,517.14,518.57,516.45,432297,517.56,52561299,517.525469,SPY
2024-05-08 04:00:00+00:00,517.19,517.74,515.14,369156,515.26,42047214,516.898349,SPY
2024-05-09 04:00:00+00:00,520.17,520.2074,516.705,399521,517.38,43643668,519.105998,SPY
2024-05-10 04:00:00+00:00,520.84,522.635,519.59,428544,521.81,52233171,520.934119,SPY
2024-05-13 04:00:00+00:00,520.91,522.67,519.74,360851,522.56,36716361,521.07114,SPY
2024-05-14 04:00:00+00:00,523.3,523.83,520.56,417237,521.11,57535867,522.360835,SPY
2024-05-15 04:00:00+00:00,529.78,530.08,525.18,510553,525.83,59504897,528.191025,SPY
2024-05-16 04:00:00+00:00,528.69,531.5218,528.54,436763,529.88,50244827,529.991819,SPY
2024-05-17 04:00:00+00:00,529.45,529.52,527.32,372347,528.81,59187585,528.791168,SPY
2024-05-20 04:00:00+00:00,530.06,531.5601,529.17,331754,529.57,37764206,530.385364,SPY
2024-05-21 04:00:00+00:00,531.36,531.52,529.07,306615,529.28,33437001,530.495412,SPY
2024-05-22 04:00:00+00:00,529.83,531.38,527.6,340286,530.65,48389968,529.583635,SPY
2024-05-23 04:00:00+00:00,525.96,533.07,524.72,440800,532.96,57211197,528.067408,SPY
2024-05-24 04:00:00+00:00,529.44,530.27,526.881,328934,527.85,41331076,528.970509,SPY
2024-05-28 04:00:00+00:00,529.81,530.51,527.11,343542,530.27,36269602,529.221141,SPY
2024-05-29 04:00:00+00:00,526.1,527.31,525.37,359207,525.68,45190323,526.368017,SPY
2024-05-30 04:00:00+00:00,522.61,525.2,521.33,385210,524.52,46468510,523.604962,SPY
2024-05-31 04:00:00+00:00,527.37,527.5,518.36,530032,523.59,90785855,523.136369,SPY
2024-06-03 04:00:00+00:00,527.8,529.31,522.6,468403,529.02,46835702,526.528069,SPY
2024-06-04 04:00:00+00:00,528.39,529.15,524.96,357976,526.46,34632661,527.076531,SPY
2024-06-05 04:00:00+00:00,534.67,534.69,528.7254,409460,530.77,47610365,532.473044,SPY
2024-06-06 04:00:00+00:00,534.66,535.42,532.68,304874,534.98,30808530,534.345257,SPY
2024-06-07 04:00:00+00:00,534.01,536.89,532.535,336983,533.66,43224525,534.64139,SPY
2024-06-10 04:00:00+00:00,535.66,535.99,532.57,344628,533.18,35729252,534.725401,SPY
2024-06-11 04:00:00+00:00,536.95,537.01,532.05,360292,534.07,36383411,534.968553,SPY
2024-06-12 04:00:00+00:00,541.36,544.12,540.3,488541,541.63,63251305,542.302434,SPY
2024-06-13 04:00:00+00:00,542.45,543.325,539.59,350322,543.15,44760949,541.903157,SPY
2024-06-14 04:00:00+00:00,542.78,542.81,539.85,342838,540.88,40089895,541.571526,SPY
2024-06-17 04:00:00+00:00,547.1,548.53,541.6072,402255,542.08,55839457,545.87853,SPY
2024-06-18 04:00:00+00:00,548.49,548.62,546.73,324668,547.16,41376417,547.868787,SPY
2024-06-20 04:00:00+00:00,547.0,550.12,545.18,470269,549.44,70328226,547.575033,SPY
2024-06-21 04:00:00+00:00,544.51,545.65,543.02,392335,544.4,64513859,544.447574,SPY
2024-06-24 04:00:00+00:00,542.74,546.95,542.62,392113,544.33,45528654,544.440534,SPY
2024-06-25 04:00:00+00:00,544.83,545.2,542.44,314940,543.99,38273346,544.104149,SPY
2024-06-26 04:00:00+00:00,545.51,546.24,543.03,336264,543.69,38550637,544.662273,SPY
2024-06-27 04:00:00+00:00,546.37,546.96,544.61,318146,545.37,35041480,545.767008,SPY
2024-06-28 04:00:00+00:00,544.22,550.28,542.95,490952,547.16,75925045,546.132413,SPY
2024-07-01 04:00:00+00:00,545.34,545.88,542.52,370685,545.63,40297810,544.684439,SPY
2024-07-02 04:00:00+00:00,549.01,549.01,543.65,326760,543.7,40434792,546.880645,SPY
2024-07-03 04:00:00+00:00,551.46,551.83,548.65,253838,548.69,32789911,550.337491,SPY
2024-07-05 04:00:00+00:00,554.64,555.05,551.12,339620,551.77,41488389,553.632822,SPY
2024-07-08 04:00:00+00:00,555.28,556.2501,554.19,315486,555.44,36110451,555.150626,SPY
2024-07-09 04:00:00+00:00,555.82,557.18,555.52,298712,556.26,27314125,556.17382,SPY
2024-07-10 04:00:00+00:00,561.32,561.67,556.77,339735,557.07,38701220,559.350535,SPY
2024-07-11 04:00:00+00:00,556.48,562.33,555.83,458805,561.44,53054184,557.90259,SPY
2024-07-12 04:00:00+00:00,559.99,563.67,557.15,418470,557.63,53084405,560.737146,SPY
2024-07-15 04:00:00+00:00,561.53,564.8371,559.63,398072,562.03,40584293,562.110674,SPY
2024-07-16 04:00:00+00:00,564.86,565.16,562.1,354166,562.865,36475260,563.682953,SPY
2024-07-17 04:00:00+00:00,556.94,560.51,556.61,472516,558.8,57118956,558.047099,SPY
2024-07-18 04:00:00+00:00,552.66,559.52,550.43,510019,558.51,56270392,554.093499,SPY
2024-07-19 04:00:00+00:00,548.99,554.08,547.91,446111,552.42,65509081,549.923605,SPY
2024-07-22 04:00:00+00:00,554.65,555.27,551.02,419641,553.0,43346720,553.63256,SPY
2024-07-23 04:00:00+00:00,553.78,556.735,553.275,308680,554.54,34439561,554.947013,SPY
2024-07-24 04:00:00+00:00,541.23,549.17,540.29,537919,548.86,74515266,543.775404,SPY
2024-07-25 04:00:00+00:00,538.41,547.455,537.45,555720,541.35,61158288,541.737207,SPY
2024-07-26 04:00:00+00:00,544.44,547.19,541.49,458201,542.28,53763788,544.081331,SPY
2024-07-29 04:00:00+00:00,544.76,547.05,542.72,364441,546.02,39515824,545.305528,SPY
2024-07-30 04:00:00+00:00,542.0,547.34,538.515,428534,546.26,46853632,542.546757,SPY
2024-07-31 04:00:00+00:00,550.81,553.5,547.5799,499830,548.98,65663388,550.610032,SPY
2024-08-01 04:00:00+00:00,543.01,554.8688,539.43,658124,552.57,76428732,544.809871,SPY
2024-08-02 04:00:00+00:00,532.9,536.99,528.6,746100,535.75,82789070,531.726908,SPY
2024-08-05 04:00:00+00:00,517.38,523.58,510.27,1274896,511.64,146267391,517.191195,SPY
2024-08-06 04:00:00+00:00,522.15,529.75,517.87,731363,519.22,84826312,524.399558,SPY
2024-08-07 04:00:00+00:00,518.66,531.59,518.0519,644157,528.47,70698340,524.14742,SPY
2024-08-08 04:00:00+00:00,530.65,531.29,521.84,570742,523.91,63276589,528.220388,SPY
2024-08-09 04:00:00+00:00,532.99,534.51,528.56,459823,529.81,45619558,531.740787,SPY
2024-08-12 04:00:00+00:00,533.27,535.73,530.95,437515,534.21,42542069,533.215795,SPY
2024-08-13 04:00:00+00:00,542.04,542.28,536.28,422228,536.53,52333073,540.0315,SPY
2024-08-14 04:00:00+00:00,543.75,544.96,540.12,389697,542.85,42446929,543.081967,SPY
2024-08-15 04:00:00+00:00,553.07,553.36,548.88,480232,549.5,60846812,551.705097,SPY
2024-08-16 04:00:00+00:00,554.31,555.02,551.26,328824,551.42,44430728,553.519424,SPY
2024-08-19 04:00:00+00:00,559.61,559.61,553.86,365312,554.73,39121793,557.241465,SPY
2024-08-20 04:00:00+00:00,558.7,560.84,557.325,335460,559.15,33732264,558.847888,SPY
2024-08-21 04:00:00+00:00,560.62,562.11,554.73,357431,559.77,41514600,560.174061,SPY
2024-08-22 04:00:00+00:00,556.22,563.18,554.98,438323,562.56,56121456,558.026024,SPY
2024-08-23 04:00:00+00:00,562.13,563.09,557.29,479176,559.53,50639393,560.85255,SPY
2024-08-26 04:00:00+00:00,560.79,563.91,559.05,374792,563.18,35788609,561.12996,SPY
