Symbol,Total Trades,Total Shares Traded,Total Market Volume,Average Participation Rate,Total Slippage ($),Average Slippage per Share ($),VWAP of Market,TWAP of Trades
BAC,2163,318602.0,2903192832,0.10230246340950659,9.613643214834156e-12,3.0174459717246457e-17,44.14839259716029,43.926457563982645
