Symbol,Total Trades,Total Shares Traded,Total Market Volume,Average Participation Rate,Total Slippage ($),Average Slippage per Share ($),VWAP of Market,TWAP of Trades
XOM,1950,117656.0,1180194068,0.0376019160819468,-4.447997525858227e-12,-3.7805105781755516e-17,108.21060382975865,108.03079325236283
