Symbol,Total Trades,Total Shares Traded,Total Market Volume,Average Participation Rate,Total Slippage ($),Average Slippage per Share ($),VWAP of Market,TWAP of Trades
GOOGL,3227,124500.0,2904315736,0.02696496096251206,1.958255779754836e-11,1.5728962086384226e-16,168.93623496989048,168.56323529799198
