Date,Symbol,Total_Return,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Max_Drawdown,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Trade_Count
2025-04-23,XOM,0.03211537687230326,54.21079855076688,0.34147216926863005,158.6975555484756,-0.01864025590208529,0.47368421052631576,24.718433333333248,-12.173954999999978,2.0304357403434867,78
2025-04-24,XOM,0.03776268405124017,22.000738924039986,0.26017678125615445,84.48386061936506,-0.01864025590208529,0.43636363636363634,22.43694999999995,-9.659825806451614,2.3227075155966825,112
2025-04-25,XOM,0.038424455672041,9.96921114497873,0.23242921187594032,42.80533872949304,-0.01864025590208529,0.4117647058823529,21.96542142857142,-9.289897500000052,2.364441742072106,138
2025-04-28,XOM,0.03911652298935819,6.03729728895406,0.2109374728027589,28.526450084953133,-0.01864025590208529,0.4024390243902439,20.74897272727269,-8.911732653061353,2.3282759408345823,164
2025-04-29,XOM,0.03519133680932951,3.346571446428693,0.20297541657429913,16.389036182669944,-0.01864025590208529,0.3894736842105263,19.85625405405404,-8.840689655172527,2.2460073623822443,190
2025-04-30,XOM,0.028740727816238598,1.8198708979945266,0.1989603461663829,9.046380008252317,-0.02000770641449401,0.3867924528301887,18.96649756097559,-9.209692307692379,2.0594062132926916,213
2025-05-01,XOM,0.032064132663412126,1.742072700017257,0.18426947264324967,9.34540418070894,-0.02102705696380569,0.368,20.327530434782602,-9.290565822784847,2.1879755035941852,249
2025-05-02,XOM,0.036817220883388124,1.787917293000361,0.17239701823783754,10.254918043659877,-0.024269538609087427,0.36496350364963503,21.073423999999996,-9.435982758620735,2.2333046317562704,266
2025-05-05,XOM,0.02573635949538633,0.924127203163043,0.17863829147673302,5.061217254648913,-0.024269538609087427,0.35714285714285715,19.77391636363637,-9.37940707070713,2.108226694349623,297
2025-05-06,XOM,0.0372472514645088,1.342915167834596,0.17442290228075333,7.584526748128608,-0.024269538609087427,0.3609467455621302,19.890100000000007,-9.052720370370446,2.197140658967033,327
2025-05-07,XOM,0.017383222838361245,0.4612839805789948,0.19575987201006517,2.254210610417163,-0.029617649858448725,0.35294117647058826,19.258274242424207,-9.649811570248001,1.9957150564266684,363
2025-05-08,XOM,0.0338775464978065,0.9421566526184213,0.19829462335138845,4.650436996389516,-0.029617649858448725,0.36,19.835640277777745,-9.492087500000068,2.089702636830687,389
