Date,Symbol,Total_Return,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Max_Drawdown,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Trade_Count
2025-04-23,CVX,0.031142955472571954,48.064779492497,0.3458229293464629,138.92884310271776,-0.022540188836115305,0.38095238095238093,27.09332500000005,-10.8224038461538,2.5034479756203893,82
2025-04-24,CVX,0.03577706533041014,18.59849298082352,0.2647629276734757,70.17029590991616,-0.022540188836115305,0.4166666666666667,21.269528000000065,-9.970939999999999,2.1331517389534054,118
2025-04-25,CVX,0.027344841174378187,4.618197491431729,0.2682891556826972,17.138961430367953,-0.022540188836115305,0.410958904109589,19.322006666666674,-10.52711162790695,1.835451864635387,145
2025-04-28,CVX,0.03293905374158146,4.230717460503401,0.2325661168566089,18.105464017785376,-0.022540188836115305,0.4,19.494288235294093,-9.780741176470602,1.99312995646907,167
2025-04-29,CVX,0.02326404929001069,1.6858442496111765,0.23229190754635629,7.171340005801708,-0.022906905535130972,0.38,18.513668421052586,-9.73404193548385,1.9019507563003248,195
2025-04-30,CVX,0.019194402400079635,1.0225387324245991,0.2172927224591193,4.6137704064765135,-0.03782822462258273,0.41025641025641024,16.99589166666662,-10.763853623188444,1.578978334492822,227
2025-05-01,CVX,0.022561430732989107,1.054854927271104,0.20119390766340972,5.1435698987584635,-0.03782822462258273,0.4090909090909091,17.686764814814758,-11.02208717948722,1.6046656614847785,257
2025-05-02,CVX,0.041650129590172336,2.193475975323674,0.20594633046047303,10.55360379796049,-0.040181435355202355,0.40268456375838924,20.783869999999904,-11.521789887640551,1.8038751099162817,291
2025-05-05,CVX,0.02052247139117247,0.7086641887032705,0.23092606891085113,2.982184696389254,-0.040181435355202355,0.3939393939393939,20.028438461538336,-12.19969300000008,1.6417165957814024,320
2025-05-06,CVX,0.019734806092343016,0.5990497443278562,0.2195149657815394,2.637859984927518,-0.040181435355202355,0.3867403314917127,19.763825714285602,-11.772948648648692,1.6787489951851704,353
2025-05-07,CVX,0.02257180449985885,0.6301026865253474,0.20934154585021447,2.9143889429472383,-0.040181435355202355,0.39086294416243655,19.068607792207686,-11.44043083333338,1.6667735743525052,383
2025-05-08,CVX,0.033249374543263155,0.9214066345753469,0.20389394283449386,4.4209583769099146,-0.040181435355202355,0.4019138755980861,18.73430714285705,-11.261133600000038,1.663625333674843,407
2025-05-09,CVX,0.03631704560361726,0.9343546435663785,0.19590139334930876,4.667422869912961,-0.040181435355202355,0.40358744394618834,18.44096222222215,-11.07789849624062,1.6646625015096728,437
2025-05-12,CVX,0.042938654265864074,1.0604045943588685,0.18940601083958192,5.492986150476728,-0.040181435355202355,0.3884297520661157,19.905653191489296,-11.087957432432441,1.79524978453335,475
2025-05-13,CVX,0.039779706154734695,0.8779866568804364,0.1844764550069702,4.650927712417384,-0.040181435355202355,0.38132295719844356,19.68818163265299,-10.818979245283042,1.8197818099370904,505
2025-05-14,CVX,0.02588012880508339,0.48498318286042985,0.18878245130542554,2.4630635932793736,-0.040181435355202355,0.36101083032490977,19.537729999999947,-10.375505649717546,1.883062923350808,540
2025-05-15,CVX,0.03478354275984197,0.6400832588558418,0.18506714021761678,3.3505854044467225,-0.040181435355202355,0.3737024221453287,18.826757407407385,-10.260245856353619,1.834922639377982,563
2025-05-16,CVX,0.03757738266786892,0.6561114759695637,0.17987283483010572,3.5364510520467776,-0.040181435355202355,0.37254901960784315,18.397980701754374,-9.909944270833373,1.8565170700205365,596
2025-05-19,CVX,0.03185625023864391,0.506696685512491,0.1770974386250088,2.7481859099218062,-0.040181435355202355,0.3707165109034268,17.931556302520992,-9.78726534653471,1.8321314144067689,627
2025-05-20,CVX,0.018694904013040192,0.26813221242093266,0.17966017556732367,1.3811197258234373,-0.04061852594988746,0.3567251461988304,17.605886885245866,-9.446020000000049,1.8638417963592895,667
2025-05-21,CVX,0.01479355107574043,0.20071834564339208,0.17607292849126488,1.026383483207401,-0.04429272292194597,0.35376044568245124,17.39340078740154,-9.331754741379356,1.8638939052132188,701
2025-05-22,CVX,0.017591504197453922,0.22771642302842943,0.1721560499548962,1.2065589509218517,-0.05014201487888237,0.3512064343163539,17.492347328244257,-9.210745041322376,1.8991240393440423,726
2025-05-23,CVX,0.008266969747335873,0.10567134135447143,0.17144809289187568,0.4996925886396435,-0.050439294570323034,0.35218508997429304,17.31132627737224,-9.408000396825454,1.8400643651347641,758
2025-05-27,CVX,0.0019592355824207264,0.033954697209921614,0.169162866170985,0.08249267422447551,-0.05637976141394163,0.3488943488943489,17.027969718309823,-9.278672075471754,1.8351731346690656,792
2025-05-28,CVX,-0.007730104628616008,-0.05976660694923375,0.16853140267052105,-0.47330411831424374,-0.06550494055994271,0.3411764705882353,16.84304620689651,-9.097114642857196,1.8514712486470868,825
2025-05-29,CVX,-0.0021602537792388965,-0.006923164113157965,0.16622477373485817,-0.16196842088112912,-0.06550494055994271,0.34545454545454546,16.801653289473645,-9.104059722222278,1.8455122002838096,854
2025-05-30,CVX,-0.015941485502752206,-0.12281090773249037,0.16827709494074555,-0.8486651601798662,-0.07513784789793176,0.3399122807017544,16.696298709677386,-9.12683455149507,1.8293635778619826,886
2025-06-02,CVX,-0.02130927472978683,-0.1596537930347176,0.16588391998304444,-1.083009088844058,-0.08274468462065221,0.3446808510638298,16.384853703703687,-9.250303571428633,1.7712774048098814,914
2025-06-03,CVX,-0.015249059247292363,-0.10961186525140598,0.16421466567313434,-0.7892831296164224,-0.08274468462065221,0.345679012345679,16.482616071428556,-9.19418710691829,1.792721409707443,945
