Date,Symbol,Total_Return,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Max_Drawdown,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Trade_Count
2025-04-23,JNJ,-0.006846579617589499,-0.5752048309331353,0.194143894324251,-3.065792169281663,-0.018482018806406875,0.4411764705882353,10.594640000000133,-9.855410526315705,1.0750074765237383,64
2025-04-24,JNJ,-0.015321860994429337,-0.7247083615403931,0.14514458617970213,-5.130803574157267,-0.029316069747143958,0.3877551020408163,11.498715789473815,-10.115279999999894,1.1367669297808796,94
2025-04-25,JNJ,-0.015374014638726452,-0.6209826491343685,0.12511199796813935,-5.123270825693306,-0.03150502451894466,0.3898305084745763,12.076826086956672,-10.086066666666612,1.1973771824123778,114
2025-04-28,JNJ,-0.017086287900284325,-0.57843075713175,0.10937440790799458,-5.47139654127452,-0.03150502451894466,0.3888888888888889,10.879650000000018,-9.122877272727196,1.1925678352075049,140
2025-04-29,JNJ,-0.017510428983422144,-0.5218255599829159,0.09972845069279464,-5.433008897851681,-0.03179054035874507,0.38095238095238093,11.161568750000015,-8.784261538461438,1.270632562695186,164
2025-04-30,JNJ,-0.02538874113629841,-0.6022039173615875,0.09603527683132355,-6.478910020267105,-0.035188709066447665,0.3434343434343434,11.067064705882357,-8.131553846153754,1.3610024498721247,192
2025-05-01,JNJ,-0.03696352885381127,-0.6933311739995622,0.10018097430590472,-7.1204255991900265,-0.04708977882025722,0.32456140350877194,11.25501621621626,-8.390563636363604,1.341389768791991,223
2025-05-02,JNJ,-0.02847903157195497,-0.5519219885570474,0.11779997584910622,-4.855026365112678,-0.04708977882025722,0.375,10.209056250000023,-8.287016249999988,1.2319339002140894,252
2025-05-05,JNJ,-0.03766893457056497,-0.6177062374286287,0.11544868618930386,-5.5237201780102305,-0.048051628633514976,0.37142857142857144,9.795346153846157,-8.451259090909058,1.1590398600349292,276
2025-05-06,JNJ,-0.0355367691171431,-0.5609183635572097,0.11325600721344514,-5.129249898969123,-0.048051628633514976,0.37748344370860926,10.191280701754359,-8.521321276595708,1.1959742357966585,298
2025-05-07,JNJ,-0.041060582108078614,-0.583155360950314,0.10857530833211705,-5.555179812203194,-0.05070296562953869,0.3772455089820359,10.383698412698351,-8.761499038461501,1.1851508933706056,330
2025-05-08,JNJ,-0.04782200436957573,-0.6112343628824788,0.10514414105394276,-6.003514380878651,-0.057396400043858486,0.37222222222222223,10.196611940298464,-8.720264601769872,1.1693007501434018,356
2025-05-09,JNJ,-0.05322512790309741,-0.6245742722162515,0.10135135706259955,-6.359799127486087,-0.06274519377473364,0.3604060913705584,9.836239436619675,-8.227816666666635,1.1954859758202008,383
2025-05-12,JNJ,-0.06726621747441364,-0.6879039102100333,0.10748419918317649,-6.586120709739027,-0.08624493353045704,0.3548387096774194,10.654428571428543,-8.946963571428569,1.1908429587723628,419
2025-05-13,JNJ,-0.08403144478760338,-0.7474113451712858,0.11660024127477506,-6.581558809666934,-0.0973830429934015,0.34177215189873417,10.605098765432087,-8.995239102564115,1.1789679678897116,451
2025-05-14,JNJ,-0.09455425789274019,-0.7691702236996685,0.11526999982192729,-6.846275916706892,-0.10365874868785652,0.3333333333333333,10.441107142857131,-8.878766666666685,1.1759636822145467,482
2025-05-15,JNJ,-0.08353643399332511,-0.7027447725718964,0.13048408660800123,-5.538949548255319,-0.10365874868785652,0.3358208955223881,10.886291111111122,-8.543268539325867,1.2742536490571486,511
2025-05-16,JNJ,-0.08117979542486276,-0.6720547226425954,0.1296202251526207,-5.339095205456856,-0.10365874868785652,0.3321678321678322,10.980528421052641,-8.211171727748726,1.337266931581176,542
2025-05-19,JNJ,-0.0817884042171747,-0.6561078111389478,0.1268641130506807,-5.329385867135261,-0.10365874868785652,0.3311036789297659,10.783335353535369,-7.984009000000019,1.3506166330142342,568
2025-05-20,JNJ,-0.08335510806995183,-0.6455022294248138,0.12395974978569678,-5.368696133828462,-0.10365874868785652,0.33548387096774196,10.62882884615386,-7.986028155339832,1.3309280457578814,593
2025-05-21,JNJ,-0.08880184258256885,-0.652906875083846,0.12113167524106251,-5.555168569614043,-0.10365874868785652,0.3261538461538461,10.643520754716983,-7.782389497716922,1.3676417452299727,622
2025-05-22,JNJ,-0.08413409141798867,-0.6154635084689929,0.12229552226944045,-5.1961306242181555,-0.10365874868785652,0.32934131736526945,10.876084545454523,-7.7736593750000145,1.3990945603343345,640
2025-05-23,JNJ,-0.09237916966092197,-0.6360398252075126,0.12079619799022305,-5.430964186973921,-0.10365874868785652,0.32285714285714284,10.756453982300869,-7.660424472573839,1.4041590019993748,672
2025-05-27,JNJ,-0.08806846001130098,-0.6023367788897636,0.12147373658669978,-5.123220840791222,-0.10387372235808645,0.3296398891966759,10.702693277310908,-7.623341322314051,1.4039373058088558,694
2025-05-28,JNJ,-0.09129274013092736,-0.6018840072647209,0.11902002587553556,-5.225036733860671,-0.10387372235808645,0.32707774798927614,10.636877868852466,-7.531787250996007,1.4122647805068897,719
2025-05-29,JNJ,-0.09608890056946062,-0.6079163687179068,0.1168149092620117,-5.375310161047274,-0.10932518212285924,0.32558139534883723,10.830032539682547,-7.622304980842896,1.4208343233315404,744
2025-05-30,JNJ,-0.09168133415185908,-0.5763056545641855,0.11748866162495551,-5.075431503915655,-0.10932518212285924,0.32418952618453867,11.228800769230789,-7.583472324723231,1.4806938416091073,773
2025-06-02,JNJ,-0.09120696937855877,-0.5615586961416403,0.11595004257323831,-5.015597090223633,-0.11134854126208316,0.32929782082324455,11.37719926470589,-7.7238458483754275,1.47299667653244,797
