Symbol,Total Trades,Total Shares Traded,Total Market Volume,Average Participation Rate,Total Slippage ($),Average Slippage per Share ($),VWAP of Market,TWAP of Trades
META,2404,26006.0,967668177,0.007175695844812906,1.3699263945454732e-11,5.267732040857776e-16,650.1344527768132,643.8009640390679
