Symbol,Total Trades,Total Shares Traded,Total Market Volume,Average Participation Rate,Total Slippage ($),Average Slippage per Share ($),VWAP of Market,TWAP of Trades
MSFT,2452,35158.0,1457437068,0.009624753187173492,7.958078640513122e-12,2.263518584820844e-16,458.1128906930805,454.6438930286137
